Libertex platform

Conto:	2902148352	Nome:	 	Valute:	EUR	Data del rapporto:	13.04.2020 12:07:17

Strumento	Numero operazione	Direzione	Data di apertura	Prezzo aper.	Data di chiusura	Prezzo chiusura	Importo (€)	Moltiplicatore	Ricevuto (€)	Profitto (€)
GBP/USD	GBPUSD-16218970	Compra	6/4/2020 12:44	1.2277	6/4/2020 13:10	-	500	x600	-	-
Bitcoin	Bitcoin-16203374	Compra	6/4/2020 5:08	6935.76	6/4/2020 13:07	7152.01	20	x5	22.34	2.34
GBP/USD	GBPUSD-16217903	Compra	6/4/2020 12:18	1.22907	6/4/2020 13:06	1.2295	20	x500	22.23	2.23
GBP/USD	GBPUSD-16219423	Compra	6/4/2020 12:59	1.22894	6/4/2020 13:06	1.22931	1000	x600	1114.73	114.73
GBP/USD	GBPUSD-16217541	Compra	6/4/2020 12:10	1.22897	6/4/2020 12:55	1.2296	820	x500	974.15	154.15
GBP/USD	GBPUSD-16218845	Compra	6/4/2020 12:41	1.22823	6/4/2020 12:55	1.22913	520	x200	581.81	61.81
GBP/USD	GBPUSD-16218815	Compra	6/4/2020 12:41	1.2277	6/4/2020 12:44	-	6000	x50	-	-
GBP/USD	GBPUSD-16218942	Vendi	6/4/2020 12:43	1.22824	6/4/2020 12:43	-	500	x600	-	-
GBP/USD	GBPUSD-16217512	Compra	6/4/2020 12:08	1.22896	6/4/2020 12:08	1.22929	20	x50	20.14	0.14
GBP/USD	GBPUSD-16210101	Vendi	6/4/2020 8:53	1.22931	6/4/2020 12:08	1.22895	20	x50	20.19	0.19
GBP/USD	GBPUSD-16217489	Vendi	6/4/2020 12:07	1.22995	6/4/2020 12:07	1.22947	20	x50	20.26	0.26
GBP/USD	GBPUSD-16215107	Vendi	6/4/2020 11:08	1.23037	6/4/2020 12:06	1.23006	520	x50	523.19	3.19
GBP/USD	GBPUSD-16217241	Vendi	6/4/2020 12:01	1.23176	6/4/2020 12:06	1.23054	20	x50	20.88	0.88
GBP/USD	GBPUSD-16214878	Compra	6/4/2020 11:03	1.23128	6/4/2020 12:00	1.23181	20	x500	23.04	3.04
GBP/USD	GBPUSD-16217122	Compra	6/4/2020 11:57	1.23102	6/4/2020 12:00	1.23191	500	x600	671.8	171.8
GBP/USD	GBPUSD-16215113	Compra	6/4/2020 11:07	1.23072	6/4/2020 12:00	1.23188	2520	x50	2621.98	101.98
GBP/USD	GBPUSD-16216776	Compra	6/4/2020 11:47	1.23063	6/4/2020 11:47	-	500	x600	-	-
GBP/USD	GBPUSD-16214823	Compra	6/4/2020 11:01	1.23168	6/4/2020 11:45	1.22982	20	x600	-	-
GBP/USD	GBPUSD-16214981	Vendi	6/4/2020 11:04	1.23081	6/4/2020 11:07	1.23056	20	x200	20.4	0.4
GBP/USD	GBPUSD-16214829	Vendi	6/4/2020 11:02	1.23154	6/4/2020 11:02	1.2313	20	x600	20.92	0.92
GBP/USD	GBPUSD-16214225	Compra	6/4/2020 10:43	1.23044	6/4/2020 11:01	1.2317	20	x307	25.46	5.46
GBP/USD	GBPUSD-16213114	Vendi	6/4/2020 10:13	1.23143	6/4/2020 10:17	1.2308	20	x600	24.67	4.67
GBP/USD	GBPUSD-16213244	Vendi	6/4/2020 10:14	1.23199	6/4/2020 10:15	1.23176	500	x600	514.61	14.61
GBP/USD	GBPUSD-16212877	Compra	6/4/2020 10:05	1.2304	6/4/2020 10:12	1.23137	20	x200	22.64	2.64
GBP/USD	GBPUSD-16206906	Compra	6/4/2020 7:32	1.22867	6/4/2020 7:49	1.23048	20	x200	25.48	5.48
GBP/USD	GBPUSD-16203359	Compra	6/4/2020 5:08	1.22297	6/4/2020 7:32	1.22873	20	x50	24.48	4.48
Bitcoin	Bitcoin-16172021	Compra	3/4/2020 19:43	6754.26	6/4/2020 5:07	6936.01	20	x5	21.82	1.82
Bitcoin	Bitcoin-16171965	Vendi	3/4/2020 19:38	6754.01	4/4/2020 20:30	6978	20	x5	15.93	-4.07
GBP/USD	GBPUSD-16143602	Vendi	3/4/2020 7:58	1.235	3/4/2020 19:37	-	20	x50	-	-
GBP/USD	GBPUSD-16171592	Vendi	3/4/2020 19:27	1.22791	3/4/2020 19:37	1.22746	20	x600	22.63	2.63
GBP/USD	GBPUSD-16170886	Compra	3/4/2020 19:07	1.22714	3/4/2020 19:17	1.22768	20	x600	23.42	3.42
GBP/USD	GBPUSD-16161649	Compra	3/4/2020 15:02	1.225	3/4/2020 19:07	1.22716	20	x50	21.64	1.64
GBP/USD	GBPUSD-16163169	Vendi	3/4/2020 16:33	1.22508	3/4/2020 16:49	1.2231	20	x200	26.1	6.1
GBP/USD	GBPUSD-16163255	Compra	3/4/2020 15:33	1.22367	3/4/2020 15:33	-	20	x600	-	-
GBP/USD	GBPUSD-16163006	Vendi	3/4/2020 15:27	1.22438	3/4/2020 15:30	1.22406	2520	x50	2537.51	17.51
GBP/USD	GBPUSD-16163097	Vendi	3/4/2020 15:29	1.22436	3/4/2020 15:29	-	2500	x600	-	-
GBP/USD	GBPUSD-16162955	Compra	3/4/2020 15:26	1.2229	3/4/2020 15:28	-	2500	x500	-	-
GBP/USD	GBPUSD-16162978	Compra	3/4/2020 15:27	1.22412	3/4/2020 15:27	1.22434	20	x500	20.4	0.4
GBP/USD	GBPUSD-16160728	Vendi	3/4/2020 14:37	1.22394	3/4/2020 15:25	1.22315	520	x50	533.46	13.46
GBP/USD	GBPUSD-16161611	Compra	3/4/2020 14:56	1.2241	3/4/2020 14:56	-	500	x600	-	-
GBP/USD	GBPUSD-16161484	Vendi	3/4/2020 14:54	1.22399	3/4/2020 14:54	-	2500	x200	-	-
GBP/USD	GBPUSD-16151442	Compra	3/4/2020 12:11	1.2276	3/4/2020 14:52	1.22384	70	x50	58.91	-11.09
GBP/USD	GBPUSD-16140591	Compra	3/4/2020 5:53	1.23264	3/4/2020 14:52	1.22388	40	x50	25.49	-14.51
GBP/USD	GBPUSD-16129279	Compra	3/4/2020 6:27	1.23666	3/4/2020 14:52	1.22385	20	x50	9.53	-10.47
GBP/USD	GBPUSD-16145763	Compra	3/4/2020 9:02	1.22901	3/4/2020 14:52	1.22395	70	x50	54.95	-15.05
GBP/USD	GBPUSD-16160907	Compra	3/4/2020 14:41	1.22449	3/4/2020 14:41	-	2500	x600	-	-
GBP/USD	GBPUSD-16160665	Compra	3/4/2020 14:36	1.22447	3/4/2020 14:40	1.22494	2500	x500	2811.35	311.35
GBP/USD	GBPUSD-16160760	Vendi	3/4/2020 14:38	1.2237	3/4/2020 14:38	-	6000	x600	-	-
GBP/USD	GBPUSD-16159918	Compra	3/4/2020 14:23	1.22444	3/4/2020 14:23	-	6000	x500	-	-
GBP/USD	GBPUSD-16156033	Compra	3/4/2020 13:06	1.22494	3/4/2020 13:11	1.22551	20	x50	20.32	0.32
GBP/USD	GBPUSD-16156276	Compra	3/4/2020 13:10	1.22501	3/4/2020 13:10	1.22529	200	x500	211.83	11.83
GBP/USD	GBPUSD-16152672	Vendi	3/4/2020 12:28	1.22938	3/4/2020 13:05	1.22578	20	x50	22.85	2.85
GBP/USD	GBPUSD-16146783	Compra	3/4/2020 9:35	1.22727	3/4/2020 11:30	1.22849	40	x50	41.73	1.73
GBP/USD	GBPUSD-16146904	Vendi	3/4/2020 9:57	1.2288	3/4/2020 11:14	1.22674	20	x50	21.54	1.54
GBP/USD	GBPUSD-16146861	Vendi	3/4/2020 9:30	1.22865	3/4/2020 9:31	1.22819	20	x50	20.19	0.19
GBP/USD	GBPUSD-16144639	Vendi	3/4/2020 8:29	1.23313	3/4/2020 8:59	1.23004	20	x20	20.94	0.94
GBP/USD	GBPUSD-16142224	Compra	3/4/2020 7:15	1.23423	3/4/2020 7:51	1.23509	70	x50	71.98	1.98
GBP/USD	GBPUSD-16142181	Compra	3/4/2020 7:10	1.23535	3/4/2020 7:11	1.23581	20	x50	20.24	0.24
GBP/USD	GBPUSD-16126673	Vendi	2/4/2020 17:48	1.23631	3/4/2020 7:09	1.23546	70	x30	71.14	1.14
GBP/USD	GBPUSD-16129178	Vendi	2/4/2020 18:52	1.23896	3/4/2020 6:01	1.23801	70	x50	72.08	2.08
GBP/USD	GBPUSD-16122674	Compra	2/4/2020 16:18	1.23842	2/4/2020 18:43	1.23878	20	x20	20.05	0.05
GBP/USD	GBPUSD-16122884	Compra	2/4/2020 16:22	1.23788	2/4/2020 18:43	1.23857	70	x20	70.56	0.56
GBP/USD	GBPUSD-16126132	Compra	2/4/2020 17:36	1.23587	2/4/2020 17:47	1.23644	70	x20	70.44	0.44
GBP/USD	GBPUSD-16125996	Compra	2/4/2020 17:39	1.2352	2/4/2020 17:43	1.23577	20	x20	20.14	0.14
GBP/USD	GBPUSD-16126014	Compra	2/4/2020 17:32	1.2357	2/4/2020 17:32	-	20	x20	-	-
GBP/USD	GBPUSD-16122934	Vendi	2/4/2020 16:23	1.23718	2/4/2020 17:31	1.2357	20	x20	20.41	0.41
GBP/USD	GBPUSD-16122944	Vendi	2/4/2020 16:24	1.23711	2/4/2020 17:30	1.23576	70	x20	71.34	1.34
GBP/USD	GBPUSD-16122916	Vendi	2/4/2020 16:30	1.2379	2/4/2020 16:31	1.23748	20	x20	20.07	0.07
GBP/USD	GBPUSD-16122812	Vendi	2/4/2020 16:21	1.23799	2/4/2020 16:23	1.2377	20	x20	20.03	0.03
GBP/USD	GBPUSD-16122794	Vendi	2/4/2020 16:20	1.2388	2/4/2020 16:21	-	20	x20	-	-
GBP/USD	GBPUSD-16122115	Vendi	2/4/2020 16:06	1.23825	2/4/2020 16:08	-	20	x20	-	-

Totale:	942023	745533.33	21700.33

Facciamo chiarezza - usa l'opzione Excel "Testo a colonne".
